uniq,SUBJID,1_17634547_17634563,1_9756480_9756511,10_110132304_110132401,10_7806973_7807011,10_84499874_84499960,10_95414493_95414863,11_57791384_57791674,12_121244572_121244616,14_103498501_103498529,17_17180606_17180670,19_10921374_10921444,19_7905807_7905856,2_46958494_46958553,22_29531077_29531111,7_134935687_134935766,9_128609650_128609666,9_2651414_2651499,X_31126641_31126674
GTEX-11DXX-2126-SM-5PNYR,GTEX-11DXX,0.9795221843003413,0.07514450867052024,0.42424242424242425,0.9227799227799228,0.05,0.5555555555555556,0.24050632911392406,0.25806451612903225,0.31496062992125984,0.3630831643002028,0.07177033492822966,0.5263157894736842,0.06382978723404255,0.1724137931034483,0.1834862385321101,0.24607329842931938,0.16666666666666666,0.1
GTEX-11DXX-2426-SM-5GZZW,GTEX-11DXX,0.9314285714285714,0.17557251908396945,0.1619718309859155,0.7515923566878981,0.14285714285714285,0.9047619047619048,0.23170731707317074,0.12941176470588237,0.4069767441860465,0.5059880239520959,0.17687074829931973,0.5596330275229358,0.3162393162393162,0.36538461538461536,0.20496894409937888,0.43795620437956206,0.3684210526315789,0.12121212121212122
GTEX-11DXX-2526-SM-5H119,GTEX-11DXX,0.3333333333333333,0.8688524590163934,0.013377926421404682,0.4931605471562275,0.8823529411764706,0.5842293906810035,0.9340659340659341,0.23529411764705882,0.8358662613981763,0.6326086956521739,0.44642857142857145,0.625,0.7101449275362319,0.6106194690265486,0.14230019493177387,0.7991266375545851,0.9393939393939394,0.9227467811158798
GTEX-11DXX-2626-SM-5Q5A3,GTEX-11DXX,0.875993640699523,0.8267716535433071,0.0,0.4375,0.6341463414634146,0.8994764397905759,0.8253968253968254,0.9224806201550387,0.8432835820895522,0.9823576583801122,0.125,0.9090909090909091,0.7721518987341772,0.9380530973451328,0.8442776735459663,0.07194244604316546,0.4666666666666667,0.7184466019417476
GTEX-11DXX-2726-SM-5PNXO,GTEX-11DXX,0.9683257918552036,0.8297872340425532,0.0,0.04721030042918455,0.9329608938547486,0.9776286353467561,0.8787878787878788,0.7857142857142857,0.9706601466992665,0.9602319801159901,0.8389458272327965,0.9844357976653697,0.8181818181818182,0.9591836734693877,0.6358543417366946,0.48148148148148145,0.937007874015748,0.9530791788856305
GTEX-11EQ9-0008-SM-5Q5DK,GTEX-11EQ9,0.8333333333333334,0.2,0.0,0.4243871378541866,0.3333333333333333,1.0,1.0,0.6326530612244898,0.7330754352030948,0.9013452914798207,0.12658227848101267,1.0,0.25,0.1724137931034483,0.043478260869565216,0.0,0.7142857142857143,1.0
GTEX-11EQ9-0126-SM-5986I,GTEX-11EQ9,0.1346153846153846,0.047619047619047616,0.023255813953488372,0.9592021758839528,0.02702702702702703,0.8333333333333334,0.9751552795031055,0.08641975308641975,0.34328358208955223,0.4385245901639344,0.296551724137931,0.24675324675324675,0.32231404958677684,0.12903225806451613,0.07654320987654321,0.07838479809976247,0.1134020618556701,0.24731182795698925
GTEX-11EQ9-0226-SM-5A5JX,GTEX-11EQ9,0.5728155339805825,0.45454545454545453,0.2413793103448276,0.7430972388955582,0.2523364485981308,0.6788321167883211,0.4,0.25806451612903225,0.3345132743362832,0.6803921568627451,0.2185430463576159,0.3090909090909091,0.30434782608695654,0.2222222222222222,0.380327868852459,0.39872068230277186,0.2708333333333333,0.35135135135135137
GTEX-11EQ9-0426-SM-5A5JY,GTEX-11EQ9,0.2830188679245283,0.11320754716981132,0.7004405286343612,0.9012987012987013,0.2,0.4,0.9235668789808917,0.12258064516129032,0.2557077625570776,0.4755381604696673,0.32432432432432434,0.3170731707317073,0.2926829268292683,0.14285714285714285,0.17647058823529413,0.09569377990430622,0.5849056603773585,0.3333333333333333
GTEX-11EQ9-0526-SM-5A5JZ,GTEX-11EQ9,0.9706314243759178,0.3333333333333333,0.2903225806451613,0.9778924097273397,0.09090909090909091,0.7922077922077922,0.46835443037974683,0.034482758620689655,0.248868778280543,0.9365853658536586,0.14465408805031446,0.16666666666666666,0.1111111111111111,0.22727272727272727,0.09954751131221719,0.17346938775510204,0.4444444444444444,0.2839506172839506
GTEX-11EQ9-0626-SM-5A5K1,GTEX-11EQ9,0.6954732510288066,0.3246753246753247,0.4573643410852713,0.8005923000987167,0.30864197530864196,0.65,0.49333333333333335,0.3333333333333333,0.2594142259414226,0.6056129985228951,0.2558139534883721,0.5061728395061729,0.3148148148148148,0.352112676056338,0.25200356188780054,0.24962178517397882,0.036585365853658534,0.3230769230769231
GTEX-11EQ9-0726-SM-5A5K2,GTEX-11EQ9,0.918552036199095,0.15025906735751296,0.5,0.9325236167341431,0.1568627450980392,0.8731707317073171,0.15384615384615385,0.22448979591836735,0.11598746081504702,0.37065637065637064,0.07339449541284404,0.3684210526315789,0.08045977011494253,0.23684210526315788,0.8444924406047516,0.11274509803921569,0.0989010989010989,0.5789473684210527
GTEX-11EQ9-0826-SM-5986Y,GTEX-11EQ9,0.6721311475409836,0.7735849056603774,0.0125,0.4564983888292159,0.71900826446281,0.9308781869688385,0.9634146341463414,0.7984496124031008,0.7681159420289855,0.9350282485875706,0.16161616161616163,0.8540145985401459,0.8235294117647058,0.7073170731707317,0.973846885401807,0.3134920634920635,0.37142857142857144,0.8315018315018315
GTEX-11EQ9-0926-SM-5HL6I,GTEX-11EQ9,0.6853932584269663,0.865546218487395,0.04504504504504504,0.4881516587677725,0.6,0.9042123485285631,0.8918918918918919,0.8319327731092437,0.8661971830985915,0.9658914728682171,0.17105263157894737,0.8301886792452831,1.0,0.7592592592592593,0.9809342230695901,0.18518518518518517,0.2903225806451613,0.8256410256410256
GTEX-11EQ9-1026-SM-5H134,GTEX-11EQ9,0.952191235059761,0.0,0.8962962962962963,0.9706601466992665,0.17647058823529413,0.16129032258064516,0.28846153846153844,0.05660377358490566,0.04392764857881137,0.31125827814569534,0.11475409836065574,0.2727272727272727,0.20833333333333334,0.06666666666666667,0.29411764705882354,0.11594202898550725,0.050505050505050504,0.047619047619047616
GTEX-11EQ9-1126-SM-5987I,GTEX-11EQ9,0.25333333333333335,0.6,0.034013605442176874,0.4353826850690088,0.625,0.7391304347826086,0.8529411764705882,0.22727272727272727,0.6556603773584906,0.9079136690647482,0.18811881188118812,0.8518518518518519,0.5454545454545454,0.39325842696629215,0.16853932584269662,0.3493975903614458,0.8108108108108109,0.8214285714285714
GTEX-11EQ9-1226-SM-5987E,GTEX-11EQ9,0.6329113924050633,0.8604651162790697,0.033707865168539325,0.4930747922437673,0.7611940298507462,0.9102040816326531,0.9151515151515152,0.7849462365591398,0.7738095238095238,0.9438377535101404,0.21333333333333335,0.8478260869565217,0.7619047619047619,0.6778523489932886,0.9432709716354858,0.22250639386189258,0.41333333333333333,0.7739130434782608
GTEX-11EQ9-1326-SM-5985X,GTEX-11EQ9,0.8311111111111111,0.10559006211180125,0.8293515358361775,0.9570592062459337,0.08,0.6271186440677966,0.23870967741935484,0.11290322580645161,0.16560509554140126,0.2835249042145594,0.28859060402684567,0.373134328358209,0.047619047619047616,0.2542372881355932,0.6641221374045801,0.11392405063291139,1.0,0.21052631578947367
GTEX-11EQ9-1426-SM-5987G,GTEX-11EQ9,0.7235772357723578,0.851063829787234,0.08843537414965986,0.40558659217877097,0.7045454545454546,0.8884892086330936,0.9101123595505618,0.8740157480314961,0.7933333333333333,0.8821603927986906,0.18627450980392157,0.792,0.6923076923076923,0.734375,0.9351758793969849,0.2778993435448578,0.3333333333333333,0.8357487922705314
GTEX-11EQ9-1526-SM-5PNY7,GTEX-11EQ9,0.765625,0.7560975609756098,0.05329153605015674,0.4872389791183295,0.5932203389830508,0.9067629678266579,0.9280575539568345,0.8388625592417062,0.7537796976241901,0.8961325966850828,0.13131313131313133,0.7964071856287425,0.6470588235294118,0.7483443708609272,0.9178674351585014,0.3023255813953488,0.2558139534883721,0.7909407665505227
